game_id,match,time,timestamp,odds_1,odds_x,odds_2,url
7995065,Montreal Canadiens -  Washington Capitals,06:00,1542673800,2.33,4.20,2.73,https://checkbestodds.com/hockey-odds/nhl/montreal-canadiens-washington-capitals-2018-11-20/7995065
7995066,Ottawa Senators -  Florida Panthers,06:00,1542673800,3.00,4.45,2.13,https://checkbestodds.com/hockey-odds/nhl/ottawa-senators-florida-panthers-2018-11-20/7995066
7995067,St. Louis Blues -  Los Angeles Kings,06:30,1542675600,2.08,4.35,3.30,https://checkbestodds.com/hockey-odds/nhl/st-louis-blues-los-angeles-kings-2018-11-20/7995067
7995068,Nashville Predators -  Tampa Bay Lightning,06:30,1542675600,2.21,4.33,2.90,https://checkbestodds.com/hockey-odds/nhl/nashville-predators-tampa-bay-lightning-2018-11-20/7995068
7995069,Calgary Flames -  Vegas Golden Knights,07:30,1542679200,2.03,4.45,3.16,https://checkbestodds.com/hockey-odds/nhl/calgary-flames-vegas-golden-knights-2018-11-20/7995069
7995070,Vancouver Canucks -  Winnipeg Jets,08:30,1542682800,3.70,4.75,1.85,https://checkbestodds.com/hockey-odds/nhl/vancouver-canucks-winnipeg-jets-2018-11-20/7995070
7995071,San Jose Sharks -  Edmonton Oilers,09:00,1542771000,1.81,4.75,3.82,https://checkbestodds.com/hockey-odds/nhl/san-jose-sharks-edmonton-oilers-2018-11-21/7995071
7995072,Washington Capitals -  Chicago Blackhawks,05:30,1542844800,2.10,4.33,3.00,https://checkbestodds.com/hockey-odds/nhl/washington-capitals-chicago-blackhawks-2018-11-22/7995072
7995073,Carolina Hurricanes -  Toronto Maple Leafs,05:30,1542844800,2.60,4.45,2.45,https://checkbestodds.com/hockey-odds/nhl/carolina-hurricanes-toronto-maple-leafs-2018-11-22/7995073
7995075,Pittsburgh Penguins -  Dallas Stars,05:30,1542844800,1.87,4.95,3.62,https://checkbestodds.com/hockey-odds/nhl/pittsburgh-penguins-dallas-stars-2018-11-22/7995075
7995076,NY Rangers -  NY Islanders,05:30,1542844800,2.45,4.25,2.53,https://checkbestodds.com/hockey-odds/nhl/ny-rangers-ny-islanders-2018-11-22/7995076
7995077,New Jersey Devils -  Montreal Canadiens,05:30,1542844800,2.17,4.33,2.90,https://checkbestodds.com/hockey-odds/nhl/new-jersey-devils-montreal-canadiens-2018-11-22/7995077
7995074,Buffalo Sabres -  Philadelphia Flyers,06:00,1542846600,2.52,4.25,2.45,https://checkbestodds.com/hockey-odds/nhl/buffalo-sabres-philadelphia-flyers-2018-11-22/7995074
7995078,Detroit Red Wings -  Boston Bruins,06:00,1542846600,2.74,4.25,2.35,https://checkbestodds.com/hockey-odds/nhl/detroit-red-wings-boston-bruins-2018-11-22/7995078
7995079,Tampa Bay Lightning -  Florida Panthers,06:00,1542846600,2.00,4.40,3.28,https://checkbestodds.com/hockey-odds/nhl/tampa-bay-lightning-florida-panthers-2018-11-22/7995079
7995080,Nashville Predators -  St. Louis Blues,06:30,1542848400,1.83,4.40,3.86,https://checkbestodds.com/hockey-odds/nhl/nashville-predators-st-louis-blues-2018-11-22/7995080
7995081,Minnesota Wild -  Ottawa Senators,06:30,1542848400,1.65,4.85,4.55,https://checkbestodds.com/hockey-odds/nhl/minnesota-wild-ottawa-senators-2018-11-22/7995081
7995082,Arizona Coyotes -  Vegas Golden Knights,07:30,1542852000,2.66,4.20,2.43,https://checkbestodds.com/hockey-odds/nhl/arizona-coyotes-vegas-golden-knights-2018-11-22/7995082
7995083,Anaheim Ducks -  Vancouver Canucks,08:30,1542855600,2.12,4.20,3.15,https://checkbestodds.com/hockey-odds/nhl/anaheim-ducks-vancouver-canucks-2018-11-22/7995083
7995084,Calgary Flames -  Winnipeg Jets,08:30,1542855600,2.49,4.20,2.55,https://checkbestodds.com/hockey-odds/nhl/calgary-flames-winnipeg-jets-2018-11-22/7995084
7995085,Los Angeles Kings -  Colorado Avalanche,09:00,1542857400,2.80,4.20,2.26,https://checkbestodds.com/hockey-odds/nhl/los-angeles-kings-colorado-avalanche-2018-11-22/7995085
7995086,Philadelphia Flyers -  NY Rangers,23:30,1542996000,2.09,4.45,3.10,https://checkbestodds.com/hockey-odds/nhl/philadelphia-flyers-ny-rangers-2018-11-23/7995086
7995087,Anaheim Ducks -  Edmonton Oilers,02:30,1543006800,2.67,4.20,2.46,https://checkbestodds.com/hockey-odds/nhl/anaheim-ducks-edmonton-oilers-2018-11-23/7995087
7995088,Minnesota Wild -  Winnipeg Jets,02:30,1543006800,2.58,4.20,2.55,https://checkbestodds.com/hockey-odds/nhl/minnesota-wild-winnipeg-jets-2018-11-23/7995088
7995089,Buffalo Sabres -  Montreal Canadiens,02:30,1543006800,2.19,4.33,2.86,https://checkbestodds.com/hockey-odds/nhl/buffalo-sabres-montreal-canadiens-2018-11-23/7995089
7995090,New Jersey Devils -  NY Islanders,02:30,1543006800,1.94,4.33,3.38,https://checkbestodds.com/hockey-odds/nhl/new-jersey-devils-ny-islanders-2018-11-23/7995090
7995091,Washington Capitals -  Detroit Red Wings,02:30,1543006800,1.84,4.55,3.68,https://checkbestodds.com/hockey-odds/nhl/washington-capitals-detroit-red-wings-2018-11-23/7995091
7995092,Vegas Golden Knights -  Calgary Flames,04:30,1543014000,2.31,4.20,2.81,https://checkbestodds.com/hockey-odds/nhl/vegas-golden-knights-calgary-flames-2018-11-24/7995092
7995093,Columbus Blue Jackets -  Toronto Maple Leafs,05:30,1543017600,2.20,4.20,2.86,https://checkbestodds.com/hockey-odds/nhl/columbus-blue-jackets-toronto-maple-leafs-2018-11-24/7995093
7995094,Carolina Hurricanes -  Florida Panthers,06:00,1543019400,2.06,4.33,3.22,https://checkbestodds.com/hockey-odds/nhl/carolina-hurricanes-florida-panthers-2018-11-24/7995094
7995095,Tampa Bay Lightning -  Chicago Blackhawks,06:00,1543019400,1.94,4.50,3.52,https://checkbestodds.com/hockey-odds/nhl/tampa-bay-lightning-chicago-blackhawks-2018-11-24/7995095
7995096,Boston Bruins -  Pittsburgh Penguins,06:00,1543019400,2.65,4.25,2.45,https://checkbestodds.com/hockey-odds/nhl/boston-bruins-pittsburgh-penguins-2018-11-24/7995096
7995097,Arizona Coyotes -  Colorado Avalanche,06:30,1543021200,2.54,4.20,2.50,https://checkbestodds.com/hockey-odds/nhl/arizona-coyotes-colorado-avalanche-2018-11-24/7995097
7995098,St. Louis Blues -  Nashville Predators,06:30,1543021200,2.69,4.15,2.40,https://checkbestodds.com/hockey-odds/nhl/st-louis-blues-nashville-predators-2018-11-24/7995098
7995099,Dallas Stars -  Ottawa Senators,06:30,1543021200,1.90,4.50,3.50,https://checkbestodds.com/hockey-odds/nhl/dallas-stars-ottawa-senators-2018-11-24/7995099
7995100,San Jose Sharks -  Vancouver Canucks,07:30,1543024800,1.64,5.05,5.25,https://checkbestodds.com/hockey-odds/nhl/san-jose-sharks-vancouver-canucks-2018-11-24/7995100
7995101,NY Rangers -  Washington Capitals,00:30,1543086000,2.64,4.25,2.34,https://checkbestodds.com/hockey-odds/nhl/ny-rangers-washington-capitals-2018-11-24/7995101
7995102,Pittsburgh Penguins -  Columbus Blue Jackets,05:30,1543104000,2.15,4.50,2.93,https://checkbestodds.com/hockey-odds/nhl/pittsburgh-penguins-columbus-blue-jackets-2018-11-25/7995102
7995103,NY Islanders -  Carolina Hurricanes,05:30,1543104000,2.87,4.85,2.14,https://checkbestodds.com/hockey-odds/nhl/ny-islanders-carolina-hurricanes-2018-11-25/7995103
7995104,Florida Panthers -  Chicago Blackhawks,05:30,1543104000,2.03,4.33,3.28,https://checkbestodds.com/hockey-odds/nhl/florida-panthers-chicago-blackhawks-2018-11-25/7995104
7995105,Detroit Red Wings -  Buffalo Sabres,05:30,1543104000,2.48,4.20,2.55,https://checkbestodds.com/hockey-odds/nhl/detroit-red-wings-buffalo-sabres-2018-11-25/7995105
7995106,Montreal Canadiens -  Boston Bruins,05:30,1543104000,2.50,4.20,2.51,https://checkbestodds.com/hockey-odds/nhl/montreal-canadiens-boston-bruins-2018-11-25/7995106
7995107,Toronto Maple Leafs -  Philadelphia Flyers,05:30,1543104000,2.09,4.33,3.13,https://checkbestodds.com/hockey-odds/nhl/toronto-maple-leafs-philadelphia-flyers-2018-11-25/7995107
7995108,St. Louis Blues -  Winnipeg Jets,05:30,1543104000,2.74,4.20,2.33,https://checkbestodds.com/hockey-odds/nhl/st-louis-blues-winnipeg-jets-2018-11-25/7995108
7995109,Colorado Avalanche -  Dallas Stars,07:30,1543111200,1.94,4.40,3.50,https://checkbestodds.com/hockey-odds/nhl/colorado-avalanche-dallas-stars-2018-11-25/7995109
7995110,Vegas Golden Knights -  San Jose Sharks,08:30,1543114800,2.56,4.65,2.57,https://checkbestodds.com/hockey-odds/nhl/vegas-golden-knights-san-jose-sharks-2018-11-25/7995110
7995111,Los Angeles Kings -  Vancouver Canucks,08:30,1543114800,1.95,4.55,3.65,https://checkbestodds.com/hockey-odds/nhl/los-angeles-kings-vancouver-canucks-2018-11-25/7995111
7995112,Arizona Coyotes -  Calgary Flames,01:30,1543176000,2.59,4.20,2.46,https://checkbestodds.com/hockey-odds/nhl/arizona-coyotes-calgary-flames-2018-11-25/7995112
7995113,Tampa Bay Lightning -  New Jersey Devils,05:30,1543190400,1.89,4.65,3.58,https://checkbestodds.com/hockey-odds/nhl/tampa-bay-lightning-new-jersey-devils-2018-11-26/7995113
7995114,Nashville Predators -  Anaheim Ducks,06:30,1543194000,1.77,4.75,4.40,https://checkbestodds.com/hockey-odds/nhl/nashville-predators-anaheim-ducks-2018-11-26/7995114
7995115,Los Angeles Kings -  Edmonton Oilers,09:00,1543203000,2.84,4.55,2.25,https://checkbestodds.com/hockey-odds/nhl/los-angeles-kings-edmonton-oilers-2018-11-26/7995115
7995116,Toronto Maple Leafs -  Boston Bruins,05:30,1543276800,1.99,4.50,3.20,https://checkbestodds.com/hockey-odds/nhl/toronto-maple-leafs-boston-bruins-2018-11-27/7995116
7995117,Florida Panthers -  New Jersey Devils,05:30,1543276800,2.18,4.33,2.88,https://checkbestodds.com/hockey-odds/nhl/florida-panthers-new-jersey-devils-2018-11-27/7995117
7995118,NY Islanders -  Washington Capitals,05:30,1543276800,2.63,4.33,2.35,https://checkbestodds.com/hockey-odds/nhl/ny-islanders-washington-capitals-2018-11-27/7995118
7995119,NY Rangers -  Ottawa Senators,05:30,1543276800,2.09,4.45,2.97,https://checkbestodds.com/hockey-odds/nhl/ny-rangers-ottawa-senators-2018-11-27/7995119
7995120,Detroit Red Wings -  Columbus Blue Jackets,06:00,1543278600,3.17,4.33,2.11,https://checkbestodds.com/hockey-odds/nhl/detroit-red-wings-columbus-blue-jackets-2018-11-27/7995120
7995121,Buffalo Sabres -  San Jose Sharks,05:30,1543363200,2.95,4.33,2.14,https://checkbestodds.com/hockey-odds/nhl/buffalo-sabres-san-jose-sharks-2018-11-28/7995121
7995122,Philadelphia Flyers -  Ottawa Senators,05:30,1543363200,1.72,4.95,3.90,https://checkbestodds.com/hockey-odds/nhl/philadelphia-flyers-ottawa-senators-2018-11-28/7995122
7995123,Tampa Bay Lightning -  Anaheim Ducks,06:00,1543365000,1.65,5.30,4.70,https://checkbestodds.com/hockey-odds/nhl/tampa-bay-lightning-anaheim-ducks-2018-11-28/7995123
7995124,Montreal Canadiens -  Carolina Hurricanes,06:00,1543365000,2.65,4.20,2.51,https://checkbestodds.com/hockey-odds/nhl/montreal-canadiens-carolina-hurricanes-2018-11-28/7995124
7995125,Nashville Predators -  Colorado Avalanche,06:30,1543366800,2.01,4.45,3.55,https://checkbestodds.com/hockey-odds/nhl/nashville-predators-colorado-avalanche-2018-11-28/7995125
7995126,Minnesota Wild -  Arizona Coyotes,06:30,1543366800,1.72,4.75,4.90,https://checkbestodds.com/hockey-odds/nhl/minnesota-wild-arizona-coyotes-2018-11-28/7995126
7995127,Winnipeg Jets -  Pittsburgh Penguins,06:30,1543366800,2.06,4.55,3.00,https://checkbestodds.com/hockey-odds/nhl/winnipeg-jets-pittsburgh-penguins-2018-11-28/7995127
7995128,Chicago Blackhawks -  Vegas Golden Knights,06:30,1543366800,2.85,4.20,2.28,https://checkbestodds.com/hockey-odds/nhl/chicago-blackhawks-vegas-golden-knights-2018-11-28/7995128
7995129,Edmonton Oilers -  Dallas Stars,07:30,1543370400,2.18,4.20,3.10,https://checkbestodds.com/hockey-odds/nhl/edmonton-oilers-dallas-stars-2018-11-28/7995129
7995130,Vancouver Canucks -  Los Angeles Kings,08:30,1543374000,2.41,4.20,2.58,https://checkbestodds.com/hockey-odds/nhl/vancouver-canucks-los-angeles-kings-2018-11-28/7995130
7995131,Detroit Red Wings -  St. Louis Blues,05:30,1543449600,2.82,4.20,2.23,https://checkbestodds.com/hockey-odds/nhl/detroit-red-wings-st-louis-blues-2018-11-29/7995131
7995132,Florida Panthers -  Anaheim Ducks,05:30,1543449600,1.94,4.50,3.40,https://checkbestodds.com/hockey-odds/nhl/florida-panthers-anaheim-ducks-2018-11-29/7995132
7995133,Toronto Maple Leafs -  San Jose Sharks,06:00,1543451400,1.93,4.40,3.35,https://checkbestodds.com/hockey-odds/nhl/toronto-maple-leafs-san-jose-sharks-2018-11-29/7995133
7995134,Calgary Flames -  Dallas Stars,07:30,1543456800,1.71,4.90,4.20,https://checkbestodds.com/hockey-odds/nhl/calgary-flames-dallas-stars-2018-11-29/7995134
7995135,Colorado Avalanche -  Pittsburgh Penguins,08:00,1543458600,2.45,4.40,2.60,https://checkbestodds.com/hockey-odds/nhl/colorado-avalanche-pittsburgh-penguins-2018-11-29/7995135
7995136,Boston Bruins -  NY Islanders,05:30,1543536000,1.92,4.40,3.48,https://checkbestodds.com/hockey-odds/nhl/boston-bruins-ny-islanders-2018-11-30/7995136
7995137,Columbus Blue Jackets -  Minnesota Wild,05:30,1543536000,2.34,4.33,2.85,https://checkbestodds.com/hockey-odds/nhl/columbus-blue-jackets-minnesota-wild-2018-11-30/7995137
7995138,Ottawa Senators -  NY Rangers,06:00,1543537800,2.42,4.33,2.70,https://checkbestodds.com/hockey-odds/nhl/ottawa-senators-ny-rangers-2018-11-30/7995138
7995139,Tampa Bay Lightning -  Buffalo Sabres,06:00,1543537800,1.75,4.90,3.88,https://checkbestodds.com/hockey-odds/nhl/tampa-bay-lightning-buffalo-sabres-2018-11-30/7995139
7995140,Nashville Predators -  Arizona Coyotes,06:30,1543539600,1.71,5.00,4.85,https://checkbestodds.com/hockey-odds/nhl/nashville-predators-arizona-coyotes-2018-11-30/7995140
7995141,Winnipeg Jets -  Chicago Blackhawks,06:30,1543539600,1.78,4.80,4.10,https://checkbestodds.com/hockey-odds/nhl/winnipeg-jets-chicago-blackhawks-2018-11-30/7995141
7995142,Edmonton Oilers -  Los Angeles Kings,07:30,1543543200,1.99,4.35,3.38,https://checkbestodds.com/hockey-odds/nhl/edmonton-oilers-los-angeles-kings-2018-11-30/7995142
7995143,Vancouver Canucks -  Vegas Golden Knights,08:30,1543546800,3.46,4.35,1.93,https://checkbestodds.com/hockey-odds/nhl/vancouver-canucks-vegas-golden-knights-2018-11-30/7995143
7995144,Florida Panthers -  Buffalo Sabres,05:30,1543622400,2.09,4.45,3.07,https://checkbestodds.com/hockey-odds/nhl/florida-panthers-buffalo-sabres-2018-12-01/7995144
7995145,Washington Capitals -  New Jersey Devils,05:30,1543622400,1.99,4.75,3.42,https://checkbestodds.com/hockey-odds/nhl/washington-capitals-new-jersey-devils-2018-12-01/7995145
7995146,Carolina Hurricanes -  Anaheim Ducks,06:00,1543624200,1.89,4.33,3.68,https://checkbestodds.com/hockey-odds/nhl/carolina-hurricanes-anaheim-ducks-2018-12-01/7995146
7995147,Colorado Avalanche -  St. Louis Blues,07:30,1543629600,1.95,4.50,3.50,https://checkbestodds.com/hockey-odds/nhl/colorado-avalanche-st-louis-blues-2018-12-01/7995147
7995148,Calgary Flames -  Los Angeles Kings,07:30,1543629600,1.69,4.70,4.65,https://checkbestodds.com/hockey-odds/nhl/calgary-flames-los-angeles-kings-2018-12-01/7995148
7995149,Ottawa Senators -  San Jose Sharks,23:30,1543687200,3.52,4.55,1.88,https://checkbestodds.com/hockey-odds/nhl/ottawa-senators-san-jose-sharks-2018-12-01/7995149
7995150,Vancouver Canucks -  Dallas Stars,02:30,1543698000,2.74,4.20,2.29,https://checkbestodds.com/hockey-odds/nhl/vancouver-canucks-dallas-stars-2018-12-01/7995150
7995151,Pittsburgh Penguins -  Philadelphia Flyers,05:30,1543708800,1.90,4.80,3.84,https://checkbestodds.com/hockey-odds/nhl/pittsburgh-penguins-philadelphia-flyers-2018-12-02/7995151
7995152,NY Islanders -  Columbus Blue Jackets,05:30,1543708800,2.93,4.33,2.15,https://checkbestodds.com/hockey-odds/nhl/ny-islanders-columbus-blue-jackets-2018-12-02/7995152
7995153,New Jersey Devils -  Winnipeg Jets,05:30,1543708800,2.79,4.33,2.24,https://checkbestodds.com/hockey-odds/nhl/new-jersey-devils-winnipeg-jets-2018-12-02/7995153
7995154,Montreal Canadiens -  NY Rangers,05:30,1543708800,1.81,4.50,3.90,https://checkbestodds.com/hockey-odds/nhl/montreal-canadiens-ny-rangers-2018-12-02/7995154
7995155,Florida Panthers -  Tampa Bay Lightning,05:30,1543708800,3.04,4.60,2.12,https://checkbestodds.com/hockey-odds/nhl/florida-panthers-tampa-bay-lightning-2018-12-02/7995155
7995156,Minnesota Wild -  Toronto Maple Leafs,05:30,1543708800,2.50,4.20,2.66,https://checkbestodds.com/hockey-odds/nhl/minnesota-wild-toronto-maple-leafs-2018-12-02/7995156
7995157,Boston Bruins -  Detroit Red Wings,05:30,1543708800,1.75,4.50,4.10,https://checkbestodds.com/hockey-odds/nhl/boston-bruins-detroit-red-wings-2018-12-02/7995157
7995158,Arizona Coyotes -  St. Louis Blues,06:30,1543712400,2.18,4.20,2.90,https://checkbestodds.com/hockey-odds/nhl/arizona-coyotes-st-louis-blues-2018-12-02/7995158
7995159,Nashville Predators -  Chicago Blackhawks,06:30,1543712400,1.74,4.65,4.33,https://checkbestodds.com/hockey-odds/nhl/nashville-predators-chicago-blackhawks-2018-12-02/7995159
7995160,Edmonton Oilers -  Vegas Golden Knights,08:30,1543719600,2.65,4.05,2.40,https://checkbestodds.com/hockey-odds/nhl/edmonton-oilers-vegas-golden-knights-2018-12-02/7995160
7995161,Washington Capitals -  Anaheim Ducks,01:30,1543780800,1.79,4.45,3.98,https://checkbestodds.com/hockey-odds/nhl/washington-capitals-anaheim-ducks-2018-12-02/7995161
7995162,NY Rangers -  Winnipeg Jets,04:30,1543791600,3.30,4.33,2.05,https://checkbestodds.com/hockey-odds/nhl/ny-rangers-winnipeg-jets-2018-12-03/7995162
7995163,Chicago Blackhawks -  Calgary Flames,05:30,1543795200,2.97,4.35,2.09,https://checkbestodds.com/hockey-odds/nhl/chicago-blackhawks-calgary-flames-2018-12-03/7995163
7995164,Montreal Canadiens -  San Jose Sharks,05:30,1543795200,2.57,4.45,2.40,https://checkbestodds.com/hockey-odds/nhl/montreal-canadiens-san-jose-sharks-2018-12-03/7995164
7995165,Detroit Red Wings -  Colorado Avalanche,05:30,1543795200,3.32,4.65,1.97,https://checkbestodds.com/hockey-odds/nhl/detroit-red-wings-colorado-avalanche-2018-12-03/7995165
7995166,Los Angeles Kings -  Carolina Hurricanes,09:00,1543807800,3.04,4.33,2.14,https://checkbestodds.com/hockey-odds/nhl/los-angeles-kings-carolina-hurricanes-2018-12-03/7995166
7995167,New Jersey Devils -  Tampa Bay Lightning,05:30,1543881600,2.82,4.95,2.15,https://checkbestodds.com/hockey-odds/nhl/new-jersey-devils-tampa-bay-lightning-2018-12-04/7995167
7995168,Nashville Predators -  Buffalo Sabres,06:30,1543885200,1.91,4.20,3.58,https://checkbestodds.com/hockey-odds/nhl/nashville-predators-buffalo-sabres-2018-12-04/7995168
7995169,Dallas Stars -  Edmonton Oilers,07:00,1543887000,2.23,4.20,2.84,https://checkbestodds.com/hockey-odds/nhl/dallas-stars-edmonton-oilers-2018-12-04/7995169
7995170,Pittsburgh Penguins -  Colorado Avalanche,05:30,1543968000,2.15,4.33,2.91,https://checkbestodds.com/hockey-odds/nhl/pittsburgh-penguins-colorado-avalanche-2018-12-05/7995170
7995171,Columbus Blue Jackets -  Calgary Flames,05:30,1543968000,2.15,4.55,2.93,https://checkbestodds.com/hockey-odds/nhl/columbus-blue-jackets-calgary-flames-2018-12-05/7995171
7995172,NY Islanders -  Winnipeg Jets,05:30,1543968000,2.90,4.45,2.19,https://checkbestodds.com/hockey-odds/nhl/ny-islanders-winnipeg-jets-2018-12-05/7995172
7995173,Florida Panthers -  Boston Bruins,05:30,1543968000,2.35,4.35,2.66,https://checkbestodds.com/hockey-odds/nhl/florida-panthers-boston-bruins-2018-12-05/7995173
7995174,Buffalo Sabres -  Toronto Maple Leafs,06:00,1543969800,3.55,4.50,1.99,https://checkbestodds.com/hockey-odds/nhl/buffalo-sabres-toronto-maple-leafs-2018-12-05/7995174
7995175,Montreal Canadiens -  Ottawa Senators,06:00,1543969800,1.89,4.60,3.65,https://checkbestodds.com/hockey-odds/nhl/montreal-canadiens-ottawa-senators-2018-12-05/7995175
7995176,Detroit Red Wings -  Tampa Bay Lightning,06:00,1543969800,3.65,4.40,1.87,https://checkbestodds.com/hockey-odds/nhl/detroit-red-wings-tampa-bay-lightning-2018-12-05/7995176
7995177,Vancouver Canucks -  Minnesota Wild,08:30,1543978800,3.56,4.33,1.99,https://checkbestodds.com/hockey-odds/nhl/vancouver-canucks-minnesota-wild-2018-12-05/7995177
7995178,Vegas Golden Knights -  Washington Capitals,08:30,1543978800,2.05,4.33,3.18,https://checkbestodds.com/hockey-odds/nhl/vegas-golden-knights-washington-capitals-2018-12-05/7995178
7995179,Los Angeles Kings -  Arizona Coyotes,09:00,1543980600,2.40,4.15,2.79,https://checkbestodds.com/hockey-odds/nhl/los-angeles-kings-arizona-coyotes-2018-12-05/7995179
7995180,St. Louis Blues -  Edmonton Oilers,06:30,1544058000,2.46,4.50,2.55,https://checkbestodds.com/hockey-odds/nhl/st-louis-blues-edmonton-oilers-2018-12-06/7995180
7995181,San Jose Sharks -  Carolina Hurricanes,09:00,1544067000,2.08,4.33,3.06,https://checkbestodds.com/hockey-odds/nhl/san-jose-sharks-carolina-hurricanes-2018-12-06/7995181
7995182,Anaheim Ducks -  Chicago Blackhawks,09:00,1544067000,2.12,4.33,3.00,https://checkbestodds.com/hockey-odds/nhl/anaheim-ducks-chicago-blackhawks-2018-12-06/7995182
7995183,Toronto Maple Leafs -  Detroit Red Wings,05:30,1544140800,1.53,5.60,5.45,https://checkbestodds.com/hockey-odds/nhl/toronto-maple-leafs-detroit-red-wings-2018-12-07/7995183
7995184,Florida Panthers -  Colorado Avalanche,05:30,1544140800,2.42,4.33,2.70,https://checkbestodds.com/hockey-odds/nhl/florida-panthers-colorado-avalanche-2018-12-07/7995184
7995185,Philadelphia Flyers -  Columbus Blue Jackets,05:30,1544140800,2.54,4.33,2.53,https://checkbestodds.com/hockey-odds/nhl/philadelphia-flyers-columbus-blue-jackets-2018-12-07/7995185
7995186,Pittsburgh Penguins -  NY Islanders,05:30,1544140800,1.75,5.00,4.10,https://checkbestodds.com/hockey-odds/nhl/pittsburgh-penguins-ny-islanders-2018-12-07/7995186
7995187,Ottawa Senators -  Montreal Canadiens,06:00,1544142600,2.69,4.35,2.38,https://checkbestodds.com/hockey-odds/nhl/ottawa-senators-montreal-canadiens-2018-12-07/7995187
7995188,Tampa Bay Lightning -  Boston Bruins,06:00,1544142600,1.89,4.80,3.56,https://checkbestodds.com/hockey-odds/nhl/tampa-bay-lightning-boston-bruins-2018-12-07/7995188
7995189,Calgary Flames -  Minnesota Wild,07:30,1544148000,2.20,4.20,3.10,https://checkbestodds.com/hockey-odds/nhl/calgary-flames-minnesota-wild-2018-12-07/7995189
7995190,Arizona Coyotes -  Washington Capitals,07:30,1544148000,2.84,4.20,2.35,https://checkbestodds.com/hockey-odds/nhl/arizona-coyotes-washington-capitals-2018-12-07/7995190
7995191,Vancouver Canucks -  Nashville Predators,08:30,1544151600,3.20,4.20,2.10,https://checkbestodds.com/hockey-odds/nhl/vancouver-canucks-nashville-predators-2018-12-07/7995191
7995192,Vegas Golden Knights -  Chicago Blackhawks,08:30,1544151600,1.60,4.90,5.15,https://checkbestodds.com/hockey-odds/nhl/vegas-golden-knights-chicago-blackhawks-2018-12-07/7995192
7995193,Los Angeles Kings -  New Jersey Devils,09:00,1544153400,2.56,4.00,2.51,https://checkbestodds.com/hockey-odds/nhl/los-angeles-kings-new-jersey-devils-2018-12-07/7995193
7995194,Dallas Stars -  San Jose Sharks,06:30,1544230800,2.65,4.25,2.39,https://checkbestodds.com/hockey-odds/nhl/dallas-stars-san-jose-sharks-2018-12-08/7995194
7995195,Winnipeg Jets -  St. Louis Blues,06:30,1544230800,1.70,5.10,4.45,https://checkbestodds.com/hockey-odds/nhl/winnipeg-jets-st-louis-blues-2018-12-08/7995195
7995196,Edmonton Oilers -  Minnesota Wild,07:30,1544234400,2.38,4.20,2.93,https://checkbestodds.com/hockey-odds/nhl/edmonton-oilers-minnesota-wild-2018-12-08/7995196
7995197,Anaheim Ducks -  Carolina Hurricanes,08:30,1544238000,2.60,4.50,2.49,https://checkbestodds.com/hockey-odds/nhl/anaheim-ducks-carolina-hurricanes-2018-12-08/7995197
7995198,Buffalo Sabres -  Philadelphia Flyers,23:30,1544292000,2.38,4.30,2.76,https://checkbestodds.com/hockey-odds/nhl/buffalo-sabres-philadelphia-flyers-2018-12-08/7995198
7995199,Los Angeles Kings -  Vegas Golden Knights,02:30,1544302800,3.48,4.25,2.04,https://checkbestodds.com/hockey-odds/nhl/los-angeles-kings-vegas-golden-knights-2018-12-08/7995199
7995200,Columbus Blue Jackets -  Washington Capitals,05:30,1544313600,2.29,4.33,2.73,https://checkbestodds.com/hockey-odds/nhl/columbus-blue-jackets-washington-capitals-2018-12-09/7995200
7995201,Florida Panthers -  NY Rangers,05:30,1544313600,1.88,4.60,3.65,https://checkbestodds.com/hockey-odds/nhl/florida-panthers-ny-rangers-2018-12-09/7995201
7995202,Tampa Bay Lightning -  Colorado Avalanche,05:30,1544313600,2.05,4.65,3.15,https://checkbestodds.com/hockey-odds/nhl/tampa-bay-lightning-colorado-avalanche-2018-12-09/7995202
7995203,Detroit Red Wings -  NY Islanders,05:30,1544313600,2.67,4.20,2.38,https://checkbestodds.com/hockey-odds/nhl/detroit-red-wings-ny-islanders-2018-12-09/7995203
7995204,Ottawa Senators -  Pittsburgh Penguins,05:30,1544313600,4.05,5.15,1.87,https://checkbestodds.com/hockey-odds/nhl/ottawa-senators-pittsburgh-penguins-2018-12-09/7995204
7995205,Boston Bruins -  Toronto Maple Leafs,05:30,1544313600,2.93,4.45,2.13,https://checkbestodds.com/hockey-odds/nhl/boston-bruins-toronto-maple-leafs-2018-12-09/7995205
7995206,Arizona Coyotes -  San Jose Sharks,06:30,1544317200,2.98,4.35,2.19,https://checkbestodds.com/hockey-odds/nhl/arizona-coyotes-san-jose-sharks-2018-12-09/7995206
7995207,Calgary Flames -  Nashville Predators,08:30,1544324400,2.22,4.33,2.88,https://checkbestodds.com/hockey-odds/nhl/calgary-flames-nashville-predators-2018-12-09/7995207
7995208,St. Louis Blues -  Vancouver Canucks,01:30,1544385600,2.02,4.20,3.30,https://checkbestodds.com/hockey-odds/nhl/st-louis-blues-vancouver-canucks-2018-12-09/7995208
7995209,Winnipeg Jets -  Philadelphia Flyers,01:30,1544385600,1.73,5.05,4.35,https://checkbestodds.com/hockey-odds/nhl/winnipeg-jets-philadelphia-flyers-2018-12-09/7995209
