id,game_id,date,home_team,away_team,home_goals,away_goals,venue,WINNER,time,odds_1,odds_x,odds_y
657,2018020351,2018-11-25,Panthers,Blackhawks,4,5,BB&T Center,Blackhawks,05:30,2.03,4.33,3.28
658,2018020352,2018-11-25,Islanders,Hurricanes,4,1,Barclays Center,Islanders,05:30,2.87,4.85,2.14
659,2018020353,2018-11-25,Penguins,Blue Jackets,4,2,PPG Paints Arena,Penguins,05:30,2.15,4.5,2.93
660,2018020299,2018-11-18,Predators,Kings,5,3,Bridgestone Arena,Predators,06:30,1.71,4.8,4.3
661,2018020354,2018-11-25,Blues,Jets,4,8,Enterprise Center,Jets,05:30,2.74,4.2,2.33
662,2018020301,2018-11-18,Flames,Oilers,4,2,Scotiabank Saddledome,Flames,08:30,2.23,4.33,3.0
663,2018020348,2018-11-25,Maple Leafs,Flyers,6,0,Scotiabank Arena,Maple Leafs,05:30,2.09,4.33,3.13
664,2018020301,2018-11-18,Flames,Oilers,4,2,Scotiabank Saddledome,Flames,08:30,2.23,4.33,3.0
665,2018020349,2018-11-25,Canadiens,Bruins,2,3,Centre Bell,Bruins,05:30,2.5,4.2,2.51
666,2018020302,2018-11-18,Sharks,Blues,4,0,SAP Center at San Jose,Sharks,09:00,1.82,4.4,3.85
667,2018020350,2018-11-25,Red Wings,Sabres,2,3,Little Caesars Arena,Sabres,05:30,2.48,4.2,2.55
668,2018020302,2018-11-18,Sharks,Blues,4,0,SAP Center at San Jose,Sharks,09:00,1.82,4.4,3.85
669,2018020351,2018-11-25,Panthers,Blackhawks,4,5,BB&T Center,Blackhawks,05:30,2.03,4.33,3.28
670,2018020303,2018-11-18,Islanders,Stars,2,6,Barclays Center,Stars,23:30,2.59,4.1,2.5
671,2018020352,2018-11-25,Islanders,Hurricanes,4,1,Barclays Center,Islanders,05:30,2.87,4.85,2.14
672,2018020353,2018-11-25,Penguins,Blue Jackets,4,2,PPG Paints Arena,Penguins,05:30,2.15,4.5,2.93
673,2018020355,2018-11-25,Avalanche,Stars,3,2,Pepsi Center,Avalanche,07:30,1.94,4.4,3.5
674,2018020355,2018-11-25,Avalanche,Stars,3,2,Pepsi Center,Avalanche,07:30,1.94,4.4,3.5
675,2018020303,2018-11-18,Islanders,Stars,2,6,Barclays Center,Stars,23:30,2.59,4.1,2.5
676,2018020356,2018-11-25,Golden Knights,Sharks,6,0,T-Mobile Arena,Golden Knights,08:30,2.56,4.65,2.57
677,2018020357,2018-11-25,Kings,Canucks,2,4,STAPLES Center,Canucks,08:30,1.95,4.55,3.65
678,2018020304,2018-11-18,Hurricanes,Devils,2,1,PNC Arena,Hurricanes,03:30,1.93,4.7,3.3
679,2018020356,2018-11-25,Golden Knights,Sharks,6,0,T-Mobile Arena,Golden Knights,08:30,2.56,4.65,2.57
680,2018020357,2018-11-25,Kings,Canucks,2,4,STAPLES Center,Canucks,08:30,1.95,4.55,3.65
681,2018020358,2018-11-25,Coyotes,Flames,1,6,Gila River Arena,Flames,01:30,2.59,4.2,2.46
682,2018020358,2018-11-25,Coyotes,Flames,1,6,Gila River Arena,Flames,01:30,2.59,4.2,2.46
683,2018020359,2018-11-26,Lightning,Devils,5,2,Amalie Arena,Lightning,05:30,1.89,4.65,3.58
684,2018020304,2018-11-18,Hurricanes,Devils,2,1,PNC Arena,Hurricanes,03:30,1.93,4.7,3.3
685,2018020359,2018-11-26,Lightning,Devils,5,2,Amalie Arena,Lightning,05:30,1.89,4.65,3.58
686,2018020305,2018-11-18,Blackhawks,Wild,3,1,United Center,Blackhawks,04:30,2.4,4.2,2.63
687,2018020360,2018-11-26,Predators,Ducks,5,2,Bridgestone Arena,Predators,06:30,1.77,4.75,4.4
688,2018020305,2018-11-18,Blackhawks,Wild,3,1,United Center,Blackhawks,04:30,2.4,4.2,2.63
689,2018020360,2018-11-26,Predators,Ducks,5,2,Bridgestone Arena,Predators,06:30,1.77,4.75,4.4
690,2018020307,2018-11-19,Ducks,Avalanche,3,4,Honda Center,Avalanche,06:30,2.8,4.2,2.26
691,2018020361,2018-11-26,Kings,Oilers,5,2,STAPLES Center,Kings,09:00,2.84,4.55,2.25
692,2018020306,2018-11-19,Oilers,Golden Knights,3,6,Rogers Place,Golden Knights,06:30,2.6,4.2,2.44
693,2018020361,2018-11-26,Kings,Oilers,5,2,STAPLES Center,Kings,09:00,2.84,4.55,2.25
694,2018020362,2018-11-27,Maple Leafs,Bruins,4,2,Scotiabank Arena,Maple Leafs,05:30,1.99,4.5,3.2
695,2018020363,2018-11-27,Panthers,Devils,4,3,BB&T Center,Panthers,05:30,2.18,4.33,2.88
696,2018020364,2018-11-27,Islanders,Capitals,1,4,Barclays Center,Capitals,05:30,2.63,4.33,2.35
697,2018020365,2018-11-27,Rangers,Senators,4,2,Madison Square Garden,Rangers,05:30,2.09,4.45,2.97
698,2018020307,2018-11-19,Ducks,Avalanche,3,4,Honda Center,Avalanche,06:30,2.8,4.2,2.26
699,2018020362,2018-11-27,Maple Leafs,Bruins,4,2,Scotiabank Arena,Maple Leafs,05:30,1.99,4.5,3.2
700,2018020363,2018-11-27,Panthers,Devils,4,3,BB&T Center,Panthers,05:30,2.18,4.33,2.88
701,2018020306,2018-11-19,Oilers,Golden Knights,3,6,Rogers Place,Golden Knights,06:30,2.6,4.2,2.44
702,2018020364,2018-11-27,Islanders,Capitals,1,4,Barclays Center,Capitals,05:30,2.63,4.33,2.35
703,2018020308,2018-11-20,Maple Leafs,Blue Jackets,4,2,Scotiabank Arena,Maple Leafs,05:30,2.16,4.33,2.92
704,2018020365,2018-11-27,Rangers,Senators,4,2,Madison Square Garden,Rangers,05:30,2.09,4.45,2.97
705,2018020309,2018-11-20,Rangers,Stars,2,1,Madison Square Garden,Rangers,05:30,2.5,4.2,2.5
706,2018020366,2018-11-27,Red Wings,Blue Jackets,5,7,Little Caesars Arena,Blue Jackets,06:00,3.17,4.33,2.11
707,2018020366,2018-11-27,Red Wings,Blue Jackets,5,7,Little Caesars Arena,Blue Jackets,06:00,3.17,4.33,2.11
708,2018020367,2018-11-28,Sabres,Sharks,3,2,KeyBank Center,Sabres,05:30,2.95,4.33,2.14
709,2018020368,2018-11-28,Flyers,Senators,3,4,Wells Fargo Center,Senators,05:30,1.72,4.95,3.9
710,2018020367,2018-11-28,Sabres,Sharks,3,2,KeyBank Center,Sabres,05:30,2.95,4.33,2.14
711,2018020368,2018-11-28,Flyers,Senators,3,4,Wells Fargo Center,Senators,05:30,1.72,4.95,3.9
712,2018020369,2018-11-28,Canadiens,Hurricanes,1,2,Centre Bell,Hurricanes,06:00,2.65,4.2,2.51
713,2018020370,2018-11-28,Lightning,Ducks,1,3,Amalie Arena,Ducks,06:00,1.65,5.3,4.7
714,2018020369,2018-11-28,Canadiens,Hurricanes,1,2,Centre Bell,Hurricanes,06:00,2.65,4.2,2.51
715,2018020370,2018-11-28,Lightning,Ducks,1,3,Amalie Arena,Ducks,06:00,1.65,5.3,4.7
716,2018020371,2018-11-28,Predators,Avalanche,2,3,Bridgestone Arena,Avalanche,06:30,2.01,4.45,3.55
717,2018020372,2018-11-28,Wild,Coyotes,3,4,Xcel Energy Center,Coyotes,06:30,1.72,4.75,4.9
718,2018020373,2018-11-28,Jets,Penguins,3,4,Bell MTS Place,Penguins,06:30,2.06,4.55,3.0
719,2018020374,2018-11-28,Blackhawks,Golden Knights,3,8,United Center,Golden Knights,06:30,2.85,4.2,2.28
720,2018020371,2018-11-28,Predators,Avalanche,2,3,Bridgestone Arena,Avalanche,06:30,2.01,4.45,3.55
721,2018020372,2018-11-28,Wild,Coyotes,3,4,Xcel Energy Center,Coyotes,06:30,1.72,4.75,4.9
722,2018020373,2018-11-28,Jets,Penguins,3,4,Bell MTS Place,Penguins,06:30,2.06,4.55,3.0
723,2018020374,2018-11-28,Blackhawks,Golden Knights,3,8,United Center,Golden Knights,06:30,2.85,4.2,2.28
724,2018020375,2018-11-28,Oilers,Stars,1,0,Rogers Place,Oilers,07:30,2.18,4.2,3.1
725,2018020375,2018-11-28,Oilers,Stars,1,0,Rogers Place,Oilers,07:30,2.18,4.2,3.1
726,2018020376,2018-11-28,Canucks,Kings,1,2,Rogers Arena,Kings,08:30,2.41,4.2,2.58
727,2018020376,2018-11-28,Canucks,Kings,1,2,Rogers Arena,Kings,08:30,2.41,4.2,2.58
728,2018020377,2018-11-29,Red Wings,Blues,4,3,Little Caesars Arena,Red Wings,05:30,2.82,4.2,2.23
729,2018020378,2018-11-29,Panthers,Ducks,2,3,BB&T Center,Ducks,05:30,1.94,4.5,3.4
730,2018020377,2018-11-29,Red Wings,Blues,4,3,Little Caesars Arena,Red Wings,05:30,2.82,4.2,2.23
731,2018020378,2018-11-29,Panthers,Ducks,2,3,BB&T Center,Ducks,05:30,1.94,4.5,3.4
732,2018020379,2018-11-29,Maple Leafs,Sharks,5,3,Scotiabank Arena,Maple Leafs,06:00,1.93,4.4,3.35
733,2018020379,2018-11-29,Maple Leafs,Sharks,5,3,Scotiabank Arena,Maple Leafs,06:00,1.93,4.4,3.35
734,2018020310,2018-11-20,Penguins,Sabres,4,5,PPG Paints Arena,Sabres,05:30,1.91,4.85,3.58
735,2018020308,2018-11-20,Maple Leafs,Blue Jackets,4,2,Scotiabank Arena,Maple Leafs,05:30,2.16,4.33,2.92
736,2018020309,2018-11-20,Rangers,Stars,2,1,Madison Square Garden,Rangers,05:30,2.5,4.2,2.5
737,2018020310,2018-11-20,Penguins,Sabres,4,5,PPG Paints Arena,Sabres,05:30,1.91,4.85,3.58
738,2018020311,2018-11-20,Canadiens,Capitals,4,5,Centre Bell,Capitals,06:00,2.33,4.2,2.73
739,2018020312,2018-11-20,Senators,Panthers,5,7,Canadian Tire Centre,Panthers,06:00,3.0,4.45,2.13
740,2018020311,2018-11-20,Canadiens,Capitals,4,5,Centre Bell,Capitals,06:00,2.33,4.2,2.73
741,2018020312,2018-11-20,Senators,Panthers,5,7,Canadian Tire Centre,Panthers,06:00,3.0,4.45,2.13
742,2018020313,2018-11-20,Blues,Kings,0,2,Enterprise Center,Kings,06:30,2.08,4.35,3.3
743,2018020314,2018-11-20,Predators,Lightning,3,2,Bridgestone Arena,Predators,06:30,2.21,4.33,2.9
744,2018020313,2018-11-20,Blues,Kings,0,2,Enterprise Center,Kings,06:30,2.08,4.35,3.3
745,2018020314,2018-11-20,Predators,Lightning,3,2,Bridgestone Arena,Predators,06:30,2.21,4.33,2.9
746,2018020315,2018-11-20,Flames,Golden Knights,7,2,Scotiabank Saddledome,Flames,07:30,2.03,4.45,3.16
747,2018020315,2018-11-20,Flames,Golden Knights,7,2,Scotiabank Saddledome,Flames,07:30,2.03,4.45,3.16
748,2018020316,2018-11-20,Canucks,Jets,3,6,Rogers Arena,Jets,08:30,3.7,4.75,1.85
749,2018020316,2018-11-20,Canucks,Jets,3,6,Rogers Arena,Jets,08:30,3.7,4.75,1.85
750,2018020317,2018-11-21,Sharks,Oilers,3,4,SAP Center at San Jose,Oilers,09:00,1.81,4.75,3.82
751,2018020380,2018-11-29,Flames,Stars,3,4,Scotiabank Saddledome,Stars,07:30,1.71,4.9,4.2
752,2018020317,2018-11-21,Sharks,Oilers,3,4,SAP Center at San Jose,Oilers,09:00,1.81,4.75,3.82
753,2018020319,2018-11-22,Devils,Canadiens,5,2,Prudential Center,Devils,05:30,2.17,4.33,2.9
754,2018020320,2018-11-22,Rangers,Islanders,5,0,Madison Square Garden,Rangers,05:30,2.45,4.25,2.53
755,2018020321,2018-11-22,Penguins,Stars,5,1,PPG Paints Arena,Penguins,05:30,1.87,4.95,3.62
756,2018020380,2018-11-29,Flames,Stars,3,4,Scotiabank Saddledome,Stars,07:30,1.71,4.9,4.2
757,2018020322,2018-11-22,Capitals,Blackhawks,4,2,Capital One Arena,Capitals,05:30,2.1,4.33,3.0
758,2018020381,2018-11-29,Avalanche,Penguins,6,3,Pepsi Center,Avalanche,08:00,2.45,4.4,2.6
759,2018020323,2018-11-22,Hurricanes,Maple Leafs,5,2,PNC Arena,Hurricanes,05:30,2.6,4.45,2.45
760,2018020381,2018-11-29,Avalanche,Penguins,6,3,Pepsi Center,Avalanche,08:00,2.45,4.4,2.6
761,2018020319,2018-11-22,Devils,Canadiens,5,2,Prudential Center,Devils,05:30,2.17,4.33,2.9
762,2018020382,2018-11-30,Bruins,Islanders,2,1,TD Garden,Bruins,05:30,1.92,4.4,3.48
763,2018020383,2018-11-30,Blue Jackets,Wild,4,2,Nationwide Arena,Blue Jackets,05:30,2.34,4.33,2.85
764,2018020382,2018-11-30,Bruins,Islanders,2,1,TD Garden,Bruins,05:30,1.92,4.4,3.48
765,2018020383,2018-11-30,Blue Jackets,Wild,4,2,Nationwide Arena,Blue Jackets,05:30,2.34,4.33,2.85
766,2018020320,2018-11-22,Rangers,Islanders,5,0,Madison Square Garden,Rangers,05:30,2.45,4.25,2.53
767,2018020505,2018-12-16,Rangers,Golden Knights,3,4,Madison Square Garden,Golden Knights,23:00,3.15,4.33,2.1
768,2018020384,2018-11-30,Senators,Rangers,3,0,Canadian Tire Centre,Senators,06:00,2.42,4.33,2.7
769,2018020385,2018-11-30,Lightning,Sabres,5,4,Amalie Arena,Lightning,06:00,1.75,4.9,3.88
770,2018020384,2018-11-30,Senators,Rangers,3,0,Canadian Tire Centre,Senators,06:00,2.42,4.33,2.7
771,2018020597,2018-12-30,Ducks,Coyotes,4,5,Honda Center,Coyotes,08:30,2.09,4.5,3.05
772,2018020385,2018-11-30,Lightning,Sabres,5,4,Amalie Arena,Lightning,06:00,1.75,4.9,3.88
773,2018020386,2018-11-30,Predators,Coyotes,0,3,Bridgestone Arena,Coyotes,06:30,1.71,5.0,4.85
774,2018020596,2018-12-30,Flames,Canucks,2,3,Scotiabank Saddledome,Canucks,08:30,1.8,4.5,3.75
775,2018020387,2018-11-30,Jets,Blackhawks,6,5,Bell MTS Place,Jets,06:30,1.78,4.8,4.1
776,2018020598,2018-12-31,Coyotes,Golden Knights,1,5,Gila River Arena,Golden Knights,06:30,3.2,4.35,2.08
777,2018020386,2018-11-30,Predators,Coyotes,0,3,Bridgestone Arena,Coyotes,06:30,1.71,5.0,4.85
778,2018020598,2018-12-31,Coyotes,Golden Knights,1,5,Gila River Arena,Golden Knights,06:30,3.2,4.35,2.08
779,2018020599,2018-12-31,Capitals,Predators,3,6,Capital One Arena,Predators,23:00,2.26,4.25,2.85
780,2018020599,2018-12-31,Capitals,Predators,3,6,Capital One Arena,Predators,23:00,2.26,4.25,2.85
781,2018020600,2018-12-31,Devils,Canucks,4,0,Prudential Center,Devils,23:30,2.22,4.2,2.85
782,2018020600,2018-12-31,Devils,Canucks,4,0,Prudential Center,Devils,23:30,2.22,4.2,2.85
783,2018020387,2018-11-30,Jets,Blackhawks,6,5,Bell MTS Place,Jets,06:30,1.78,4.8,4.1
784,2018020603,2018-12-31,Wild,Penguins,2,3,Xcel Energy Center,Penguins,04:30,2.47,4.2,2.7
785,2018020388,2018-11-30,Oilers,Kings,3,2,Rogers Place,Oilers,07:30,1.99,4.35,3.38
786,2018020601,2018-12-31,Sabres,Islanders,1,3,KeyBank Center,Islanders,04:30,2.26,4.2,2.9
787,2018020602,2018-12-31,Hurricanes,Flyers,3,1,PNC Arena,Hurricanes,04:30,2.15,4.33,3.0
788,2018020603,2018-12-31,Wild,Penguins,2,3,Xcel Energy Center,Penguins,04:30,2.47,4.2,2.7
789,2018020601,2018-12-31,Sabres,Islanders,1,3,KeyBank Center,Islanders,04:30,2.26,4.2,2.9
790,2018020602,2018-12-31,Hurricanes,Flyers,3,1,PNC Arena,Hurricanes,04:30,2.15,4.33,3.0
791,2018020388,2018-11-30,Oilers,Kings,3,2,Rogers Place,Oilers,07:30,1.99,4.35,3.38
792,2018020605,2019-01-01,Blues,Rangers,1,2,Enterprise Center,Rangers,05:30,1.9,4.7,3.65
793,2018020389,2018-11-30,Canucks,Golden Knights,3,4,Rogers Arena,Golden Knights,08:30,3.46,4.35,1.93
794,2018020604,2019-01-01,Blue Jackets,Senators,6,3,Nationwide Arena,Blue Jackets,05:30,1.54,5.25,5.1
795,2018020389,2018-11-30,Canucks,Golden Knights,3,4,Rogers Arena,Golden Knights,08:30,3.46,4.35,1.93
796,2018020605,2019-01-01,Blues,Rangers,1,2,Enterprise Center,Rangers,05:30,1.9,4.7,3.65
797,2018020390,2018-12-01,Panthers,Sabres,3,2,BB&T Center,Panthers,05:30,2.09,4.45,3.07
798,2018020604,2019-01-01,Blue Jackets,Senators,6,3,Nationwide Arena,Blue Jackets,05:30,1.54,5.25,5.1
799,2018020391,2018-12-01,Capitals,Devils,6,3,Capital One Arena,Capitals,05:30,1.99,4.75,3.42
800,2018020606,2019-01-01,Red Wings,Panthers,3,4,Little Caesars Arena,Panthers,06:00,2.84,4.2,2.25
801,2018020606,2019-01-01,Red Wings,Panthers,3,4,Little Caesars Arena,Panthers,06:00,2.84,4.2,2.25
802,2018020611,2019-01-01,Ducks,Lightning,1,2,Honda Center,Lightning,06:30,3.38,4.35,2.0
803,2018020607,2019-01-01,Avalanche,Kings,2,3,Pepsi Center,Kings,06:30,1.94,4.45,3.58
804,2018020611,2019-01-01,Ducks,Lightning,1,2,Honda Center,Lightning,06:30,3.38,4.35,2.0
805,2018020390,2018-12-01,Panthers,Sabres,3,2,BB&T Center,Panthers,05:30,2.09,4.45,3.07
806,2018020607,2019-01-01,Avalanche,Kings,2,3,Pepsi Center,Kings,06:30,1.94,4.45,3.58
807,2018020391,2018-12-01,Capitals,Devils,6,3,Capital One Arena,Capitals,05:30,1.99,4.75,3.42
808,2018020608,2019-01-01,Stars,Canadiens,2,3,American Airlines Center,Canadiens,07:00,2.05,4.33,3.26
809,2018020392,2018-12-01,Hurricanes,Ducks,1,2,PNC Arena,Ducks,06:00,1.89,4.33,3.68
810,2018020608,2019-01-01,Stars,Canadiens,2,3,American Airlines Center,Canadiens,07:00,2.05,4.33,3.26
811,2018020506,2018-12-16,Hurricanes,Coyotes,3,0,PNC Arena,Hurricanes,23:30,1.95,4.45,3.38
812,2018020609,2019-01-01,Flames,Sharks,8,5,Scotiabank Saddledome,Flames,07:30,2.3,4.33,2.71
813,2018020610,2019-01-01,Oilers,Jets,3,4,Rogers Place,Jets,07:30,2.9,4.2,2.19
814,2018020609,2019-01-01,Flames,Sharks,8,5,Scotiabank Saddledome,Flames,07:30,2.3,4.33,2.71
815,2018020392,2018-12-01,Hurricanes,Ducks,1,2,PNC Arena,Ducks,06:00,1.89,4.33,3.68
816,2018020610,2019-01-01,Oilers,Jets,3,4,Rogers Place,Jets,07:30,2.9,4.2,2.19
817,2018020393,2018-12-01,Avalanche,Blues,2,3,Pepsi Center,Blues,07:30,1.95,4.5,3.5
818,2018020612,2019-01-01,Blackhawks,Bruins,2,4,Notre Dame Stadium,Bruins,23:30,3.35,4.33,2.02
819,2018020394,2018-12-01,Flames,Kings,4,1,Scotiabank Saddledome,Flames,07:30,1.69,4.7,4.65
820,2018020612,2019-01-01,Blackhawks,Bruins,2,4,Notre Dame Stadium,Bruins,23:30,3.35,4.33,2.02
821,2018020393,2018-12-01,Avalanche,Blues,2,3,Pepsi Center,Blues,07:30,1.95,4.5,3.5
822,2018020613,2019-01-02,Predators,Flyers,4,0,Bridgestone Arena,Predators,07:00,1.78,4.8,3.85
823,2018020613,2019-01-02,Predators,Flyers,4,0,Bridgestone Arena,Predators,07:00,1.78,4.8,3.85
824,2018020614,2019-01-02,Golden Knights,Kings,2,0,T-Mobile Arena,Golden Knights,07:30,1.64,5.1,4.75
825,2018020614,2019-01-02,Golden Knights,Kings,2,0,T-Mobile Arena,Golden Knights,07:30,1.64,5.1,4.75
826,2018020615,2019-01-03,Senators,Canucks,3,4,Canadian Tire Centre,Canucks,05:30,2.8,4.35,2.19
827,2018020616,2019-01-03,Red Wings,Flames,3,5,Little Caesars Arena,Flames,05:30,3.55,4.45,1.87
828,2018020394,2018-12-01,Flames,Kings,4,1,Scotiabank Saddledome,Flames,07:30,1.69,4.7,4.65
829,2018020506,2018-12-16,Hurricanes,Coyotes,3,0,PNC Arena,Hurricanes,23:30,1.95,4.45,3.38
830,2018020617,2019-01-03,Rangers,Penguins,2,7,Madison Square Garden,Penguins,05:30,3.16,4.33,2.11
831,2018020395,2018-12-01,Senators,Sharks,6,2,Canadian Tire Centre,Senators,23:30,3.52,4.55,1.88
832,2018020615,2019-01-03,Senators,Canucks,3,4,Canadian Tire Centre,Canucks,05:30,2.8,4.35,2.19
833,2018020395,2018-12-01,Senators,Sharks,6,2,Canadian Tire Centre,Senators,23:30,3.52,4.55,1.88
834,2018020616,2019-01-03,Red Wings,Flames,3,5,Little Caesars Arena,Flames,05:30,3.55,4.45,1.87
835,2018020396,2018-12-01,Canucks,Stars,1,2,Rogers Arena,Stars,02:30,2.74,4.2,2.29
836,2018020617,2019-01-03,Rangers,Penguins,2,7,Madison Square Garden,Penguins,05:30,3.16,4.33,2.11
837,2018020396,2018-12-01,Canucks,Stars,1,2,Rogers Arena,Stars,02:30,2.74,4.2,2.29
838,2018020618,2019-01-03,Stars,Devils,5,4,American Airlines Center,Stars,07:00,1.94,4.45,3.45
839,2018020618,2019-01-03,Stars,Devils,5,4,American Airlines Center,Stars,07:00,1.94,4.45,3.45
840,2018020619,2019-01-03,Avalanche,Sharks,4,5,Pepsi Center,Sharks,08:00,2.63,4.33,2.36
841,2018020507,2018-12-16,Blues,Flames,2,7,Enterprise Center,Flames,01:30,2.66,4.2,2.39
842,2018020620,2019-01-03,Coyotes,Oilers,1,3,Gila River Arena,Oilers,08:00,2.47,4.2,2.55
843,2018020403,2018-12-02,Wild,Maple Leafs,3,5,Xcel Energy Center,Maple Leafs,05:30,2.5,4.2,2.66
844,2018020397,2018-12-02,Bruins,Red Wings,2,4,TD Garden,Red Wings,05:30,1.75,4.5,4.1
845,2018020619,2019-01-03,Avalanche,Sharks,4,5,Pepsi Center,Sharks,08:00,2.63,4.33,2.36
846,2018020620,2019-01-03,Coyotes,Oilers,1,3,Gila River Arena,Oilers,08:00,2.47,4.2,2.55
847,2018020621,2019-01-03,Maple Leafs,Wild,3,4,Scotiabank Arena,Wild,00:30,1.94,4.4,3.45
848,2018020621,2019-01-03,Maple Leafs,Wild,3,4,Scotiabank Arena,Wild,00:30,1.94,4.4,3.45
849,2018020622,2019-01-04,Bruins,Flames,6,4,TD Garden,Bruins,05:30,2.04,4.33,3.15
850,2018020398,2018-12-02,Canadiens,Rangers,5,2,Centre Bell,Canadiens,05:30,1.81,4.5,3.9
851,2018020623,2019-01-04,Sabres,Panthers,4,3,KeyBank Center,Sabres,05:30,2.72,4.2,2.35
852,2018020399,2018-12-02,Panthers,Lightning,4,5,BB&T Center,Lightning,05:30,3.04,4.6,2.12
853,2018020625,2019-01-04,Flyers,Hurricanes,3,5,Wells Fargo Center,Hurricanes,05:30,2.39,4.2,2.6
854,2018020400,2018-12-02,Devils,Jets,3,4,Prudential Center,Jets,05:30,2.79,4.33,2.24
855,2018020622,2019-01-04,Bruins,Flames,6,4,TD Garden,Bruins,05:30,2.04,4.33,3.15
856,2018020401,2018-12-02,Islanders,Blue Jackets,3,2,NYCB Live/Nassau Coliseum,Islanders,05:30,2.93,4.33,2.15
857,2018020623,2019-01-04,Sabres,Panthers,4,3,KeyBank Center,Sabres,05:30,2.72,4.2,2.35
858,2018020507,2018-12-16,Blues,Flames,2,7,Enterprise Center,Flames,01:30,2.66,4.2,2.39
859,2018020402,2018-12-02,Penguins,Flyers,2,4,PPG Paints Arena,Flyers,05:30,1.9,4.8,3.84
860,2018020625,2019-01-04,Flyers,Hurricanes,3,5,Wells Fargo Center,Hurricanes,05:30,2.39,4.2,2.6
861,2018020403,2018-12-02,Wild,Maple Leafs,3,5,Xcel Energy Center,Maple Leafs,05:30,2.5,4.2,2.66
862,2018020624,2019-01-04,Islanders,Blackhawks,3,2,NYCB Live/Nassau Coliseum,Islanders,06:00,1.94,4.4,3.48
863,2018020626,2019-01-04,Canadiens,Canucks,2,0,Centre Bell,Canadiens,06:00,1.8,4.7,3.75
864,2018020624,2019-01-04,Islanders,Blackhawks,3,2,NYCB Live/Nassau Coliseum,Islanders,06:00,1.94,4.4,3.48
865,2018020626,2019-01-04,Canadiens,Canucks,2,0,Centre Bell,Canadiens,06:00,1.8,4.7,3.75
866,2018020627,2019-01-04,Blues,Capitals,5,2,Enterprise Center,Blues,06:30,2.81,4.35,2.3
867,2018020397,2018-12-02,Bruins,Red Wings,2,4,TD Garden,Red Wings,05:30,1.75,4.5,4.1
868,2018020627,2019-01-04,Blues,Capitals,5,2,Enterprise Center,Blues,06:30,2.81,4.35,2.3
869,2018020628,2019-01-04,Kings,Lightning,2,6,STAPLES Center,Lightning,09:00,3.65,4.85,1.86
870,2018020628,2019-01-04,Kings,Lightning,2,6,STAPLES Center,Lightning,09:00,3.65,4.85,1.86
871,2018020629,2019-01-05,Penguins,Jets,4,0,PPG Paints Arena,Penguins,05:30,2.14,4.4,2.88
872,2018020398,2018-12-02,Canadiens,Rangers,5,2,Centre Bell,Canadiens,05:30,1.81,4.5,3.9
873,2018020629,2019-01-05,Penguins,Jets,4,0,PPG Paints Arena,Penguins,05:30,2.14,4.4,2.88
874,2018020399,2018-12-02,Panthers,Lightning,4,5,BB&T Center,Lightning,05:30,3.04,4.6,2.12
875,2018020630,2019-01-05,Red Wings,Predators,4,3,Little Caesars Arena,Red Wings,06:00,3.58,4.5,1.91
876,2018020400,2018-12-02,Devils,Jets,3,4,Prudential Center,Jets,05:30,2.79,4.33,2.24
877,2018020631,2019-01-05,Hurricanes,Blue Jackets,4,2,PNC Arena,Hurricanes,06:00,2.65,4.33,2.35
878,2018020401,2018-12-02,Islanders,Blue Jackets,3,2,NYCB Live/Nassau Coliseum,Islanders,05:30,2.93,4.33,2.15
879,2018020630,2019-01-05,Red Wings,Predators,4,3,Little Caesars Arena,Red Wings,06:00,3.58,4.5,1.91
880,2018020402,2018-12-02,Penguins,Flyers,2,4,PPG Paints Arena,Flyers,05:30,1.9,4.8,3.84
881,2018020631,2019-01-05,Hurricanes,Blue Jackets,4,2,PNC Arena,Hurricanes,06:00,2.65,4.33,2.35
882,2018020405,2018-12-02,Coyotes,Blues,6,1,Gila River Arena,Coyotes,06:30,2.18,4.2,2.9
883,2018020632,2019-01-05,Stars,Capitals,2,1,American Airlines Center,Stars,06:30,2.4,4.45,2.6
884,2018020404,2018-12-02,Predators,Blackhawks,5,2,Bridgestone Arena,Predators,06:30,1.74,4.65,4.33
885,2018020632,2019-01-05,Stars,Capitals,2,1,American Airlines Center,Stars,06:30,2.4,4.45,2.6
886,2018020508,2018-12-16,Bruins,Sabres,2,4,TD Garden,Sabres,03:30,1.9,4.33,3.85
887,2018020633,2019-01-05,Avalanche,Rangers,6,1,Pepsi Center,Avalanche,07:30,1.81,4.55,3.96
888,2018020634,2019-01-05,Coyotes,Devils,2,3,Gila River Arena,Devils,07:30,2.38,4.2,2.65
889,2018020633,2019-01-05,Avalanche,Rangers,6,1,Pepsi Center,Avalanche,07:30,1.81,4.55,3.96
890,2018020634,2019-01-05,Coyotes,Devils,2,3,Gila River Arena,Devils,07:30,2.38,4.2,2.65
891,2018020635,2019-01-05,Ducks,Golden Knights,2,3,Honda Center,Golden Knights,08:30,2.9,4.2,2.19
892,2018020508,2018-12-16,Bruins,Sabres,2,4,TD Garden,Sabres,03:30,1.9,4.33,3.85
893,2018020405,2018-12-02,Coyotes,Blues,6,1,Gila River Arena,Coyotes,06:30,2.18,4.2,2.9
894,2018020509,2018-12-17,Blackhawks,Sharks,3,7,United Center,Sharks,05:30,3.15,4.4,2.03
895,2018020510,2018-12-17,Jets,Lightning,5,4,Bell MTS Place,Jets,05:30,2.59,4.33,2.44
